organization,count,usgs,id
"University of California, Santa Barbara; Oregon State University",1,False,24761
"Creighton University, Omaha, NE, 68178, USA",1,False,24786
"Montana Fish, Wildlife and Parks-Glasgow, MT",2,False,17641
"Montana Fish Wildlife and Parks, Region 7, Miles City, Montana",1,False,18959
"School of Natural Resources, University of Nebraska–Lincoln, Lincoln, Nebraska",2,False,18960
"Montana Fish, Wildlife and Parks-Billings, MT",2,False,17642
"Nebraska Game and Parks Commission, Lincoln, Nebraska",1,False,18961
Northwest Indian Fisheries Commission,1,False,7059
University of Texas Arlington,1,False,24751
Rollins College,1,False,24752
"Ifremer, De´partement Ressources Biologiques et Environnement, rue de l’Ile d’Yeu",1,False,24753
"National Research Institute of Aquaculture, Fisheries Research Agency",1,False,24754
University of Bremen,1,False,24749
Coastal Carolina University,1,False,24750
Hefei University of Technology,1,False,24738
CNRS,1,False,16636
"School of Earth and Space Exploration, Arizona State University",1,False,16995
"Riverine Landscapes Research Laboratory, University of New England, NSW, Australia",1,False,16205
Hokkaido Univ.,1,False,25402
"Department of Fisheries Biology, Humboldt State University",1,False,24705
"Department of Plant Sciences, UC Davis, CA",1,False,24746
"Laboratoire Magmas et Volcans, Université Blaise Pascal-CNRS-IRD, OPGC, F-63038 6 Clermont-Ferrand, France",1,False,24702
"Department of Geology and Center for Geohazards Studies, University at Buffalo, Buffalo, 9 NY 14260, USA",1,False,24703
"Centre for Tropical Biodiversity and Climate Change Research, School of Marine and Tropical Biology, James Cook University, Townsville, Queensland",1,False,24704
"Universite de Rennes, Rennes, France",2,False,18106
"University of Vermont, Rubenstein School of Environment and Natural Resources",2,False,6735
University of Virginia,1,False,25492
"University of Alberta, Canada",1,False,25493
University of Geulph,1,False,25494
"Utrecht University, The Netherlands",2,False,18101
University of Southern California,2,False,13249
Art Center College of Design,1,False,18019
Hoffman Consulting,1,False,18020
Humantific,1,False,18021
"City University of New York, Hunter College",1,False,18022
"USDA-ARS, Burns Oregon",1,False,24676
"USDA  Pacific Northwest Research Station, Olympia WA",1,False,24677
"USDA  Pacific Northwest Research Station, Corallis, OR",1,False,24678
Washington University in Saint Louis,1,False,16661
University of Michigan-Dearborne,1,False,24673
Arizona State University; Western Washington University,1,False,24674
Wildlife Conservation Society,1,False,13272
"Department of Biological Sciences, Northern Arizona University, Flagstaff, Arizona, USA",1,False,24810
Ecofish Research Inc,1,False,24824
"Department of Health Management, Atlantic Veterinary College, University of Prince Edward Island, Charlottetown Prince Edward Island,  Canada C1A 4P3",1,False,18053
NOAA; CSS-Dynamic,1,False,25293
NOAA/NMFS/NWFSC,1,False,25294
NOAA/NMFS/SWFSC,1,False,25295
BOEM,1,False,25296
Cascadia Research Collective,1,False,25297
NOAA/NOS,1,False,25298
"Atomic Energy of Canada, Chalk River, Ontario",1,False,24808
"Gascoyne GeoProjects Inc., Pinawa, Manitoba",1,False,24809
"Department of Anthropology, Idaho State University",1,False,24665
Chinese Academy of Sci-Beijing,1,False,24669
Oak Bluffs Shellfish Department,1,False,24648
Cornell University Cooperative Extension,1,False,24649
INPA Brazil,1,False,24655
"Univ. Technology Sydney, Australia",1,False,24656
"Kaiyu Guan, Department of Environmental Earth System Science, Stanford University",2,False,13551
Mich. State Univ.,1,False,24658
University of Arizona; Los Alamos National Lab,1,False,24663
Univ. Arizona,1,False,24657
"INPA, Brazil",1,False,24653
"Univ Nove De Julho, Brazil",1,False,24660
"UFOPA, Brazil",1,False,24661
"University of Western Para, Brazil",1,False,24664
"IPAM, Brazil and Stanford Univ.",1,False,24662
"Council for Scientific & Industrial Research, National Institution of Oceanography",1,False,24631
"Earth, Atmospheric & Planetary Sciences, MIT",1,False,24632
"Earth & Atmospheric Sciences, University of Houston",1,False,24633
University of Nevada-Reno,1,False,24706
"Department of Wildlife, Fish, and Conservation Biology, University of California, Davis, California",1,False,24695
"Green Bay Fish and Wildlife Conservation Office, USGS, New Franken, Wisconsin",1,False,24696
"Department of Natural and Applied Sciences, University of Wisconsin - Green Bay, Green Bay, WI",1,False,24697
Raytheon/SRA,1,False,24599
North Dakota State University,1,False,12471
Miami Conservancy District,1,False,17747
"Geosciences Montpellier, UMR CNRS 5243, University of Montpellier II, France",1,False,24641
"Institute of Geological Sciences, National Academy of Sciences of Armenia, Armenia",1,False,24642
"Geosciences Montpellier, UMR CNRS 5243, University of Montpellier II, France and",1,False,24643
"CRPG, UMR 7358, CNRS, Université de Lorraine, Vandoeuvre-lès-Nancy, France",1,False,24644
"Laboratoire Préhistoire et Quaternaire, Université de Lille 1, France",1,False,24645
"Department of Earth and Atmospheric Sciences, University of Québec, Montréal, Canada",1,False,24646
"Conservation and Land Management Internship Program, Chicago Botanic Garden, 1000 Lake Cook Road, Glencoe, Illinois, 60022, USA",1,False,25314
San Jose State University,1,False,24620
"Department of Civil and Environmental Engineering, Stanford University, Stanford, CA, USA",1,False,24597
"Dep't of Ecosystem Science and Management, Penn State, PA",1,False,17615
"University of Southern Mississippi, Department of Biological Sciences, Hattiesburg, Mississippi, USA",1,False,13403
"USDA, ARS, Southeast Poultry Research Laboratory",1,False,27016
"University of Texas School of Public Health, Center for Infectious Diseases",1,False,27017
"USDA, APHIS, NVSL",1,False,27018
"(formerly): USGS Southwest Biological Science Center, Colorado Plateau Research Station, Flagstaff, AZ 86011",1,False,24594
"USDA Forest Service, Fort Collins CO",1,False,24595
"Research Scientist, Tree Ring Laboratory, Lamont-Doherty Earth Observatory",2,False,17731
NCAR,1,False,24610
Green Diamond Resource Company,1,False,24606
"U.S. Geological Survey, Oregon Cooperative Fish and Wildlife Research Unit, Department of Fisheries and Wildlife, Oregon State University, Corvallis, Oregon",1,False,24607
Univ. of Maine,1,False,24494
"Metrozet, Inc",1,False,24572
"6  Department of Fisheries and Wildlife, Oregon State University, 104 Nash Hall, Corvallis, OR 97331, USA",1,False,6638
Columbia University,2,False,7171
"Earth Research Institute, University of California, Santa Barbara, CA, 93106, USA",1,False,24531
"Dept. of Earth and Planetary Sciences, Massachusetts Institute of Technology",1,False,17812
"Department of Geological Sciences, University of North Carolina, Chapel Hill, NC 27599, USA",1,False,24532
"State Key Laboratory of Forest and Soil Ecology, Institute of Applied Ecology, Chinese Academy of  Sciences, Shenyang 110164, China. Email: lvxiaotao@iae.ac.cn",1,False,24504
"Northern Arizona University, School of Forestry, Flagstaff, AZ",1,False,24503
Universidad Nacional Autonoma de Mexico,1,False,18923
Servicio Geologica Mexicano,1,False,18924
Servicio Geologico Mexicano,1,False,18925
"Department of Pediatrics, University of California, San Diego, CA",1,False,24517
"Department of Chemical and Biological Engineering, University of Colorado, Boulder",1,False,24518
"Department of Ecology and Evolution and Institute for Genomic and Systems Biology, University of Chicago, Chicago, IL",1,False,24521
"Department of Ecology and Evolution, University of Chicago, Chicago, IL",1,False,24519
"Department of Pediatrics, University of California, San Diego, CA 92037",1,False,24520
"Biosciences Division, Argonne National Laboratory, South Cass Avenue, Argonne, IL",1,False,24523
"Institute for Genomic and Systems Biology and Department of Surgery, University of Chicago, Chicago, IL; Biosciences Division, Argonne National Laboratory, Argonne, IL",1,False,24522
"Department of Biological Sciences, Sam Houston State University, Huntsville, TX",1,False,24524
"Nestlé Institute of Health Sciences S.A., École Polytechnique Fédérale Lausanne,",1,False,24525
"BioFrontiers Institute, University of Colorado, Boulder, CO 80303",1,False,24526
"Alkek Center for Metagenomics and Microbiome Research, Department of Molecular Virology and Microbiology, Baylor College of Medicine, Houston, TX",1,False,24527
"Department of Ecology and Evolution, University of Chicago, Chicago, IL; Biosciences Division, Argonne National Laboratory, Argonne, IL; Marine Biological Laboratory, Woods Hole, MA",1,False,24528
"Laboratory of Forensic Taphonomy, Forensic Sciences Unit, Division of Natural",1,False,24529
"Department of Pediatrics, University of California, San Diego, CA; Deepartment of Computer Science and Engineering, University of California, San Diego, CA",1,False,24530
"Cawthron Institute, Nelson, New Zealand",1,False,24493
University of Lodz,1,False,25360
University of Wisconsin-Milwaukee,1,False,7200
"University of Arizona, Electrical and Computer Engineering",1,False,7204
University of Exeter,1,False,17840
Universite du Quebec a Montreal,2,False,24488
Biological Sciences and Environment and Natural Resource Institute,1,False,24489
University of Copenhagen,3,False,12672
University of Helsinki,3,False,18162
"Kaskinen, Finland",1,False,24490
Agriculture and Agri-Food Canada,1,False,24491
"International Atomic Energy Agency, Vienna, Austria",3,False,17954
"University of New England, Armidale, Australia",1,False,16204
Tampa Bay Estuary Program,1,False,27015
"CA State U., Bakersfield, CA",2,False,17822
California Chaparral Institute,2,False,16174
"Universidad de Valladolid, Palencia, Spain",1,False,25320
"Tuna Research and Conservation Center, Stanford University, Hopkins Marine Station, Pacific Grove, California 93950, U.S.A",1,False,18108
Marine Mammal Commission,1,False,20313
Oregon State University Marine Mammal Institute,1,False,20316
Florida Fish and Wildlife Research Institute,1,False,20317
"Hopkins Marine Station, Stanford University, Pacific Grove, CA 909350, USA",1,False,16719
"Dept. of Biology, University of Utah, Salt Lake City, UT",1,False,16911
"University of Utah, Department of Biology, Salt Lake City, UT, USA",1,False,24590
"Bureau of Indian affairs, Alburquerque Office",1,False,24647
"School of Earth and Environment, Univ. of Western Austrailia",1,False,24500
SMU,1,False,20301
East Bay Regional Park District,1,False,24634
Invasive Spartina Project,1,False,24635
California State Coastal Conservancy,1,False,24636
San Francisco Estuary Invasive Spartina Project,1,False,24637
Invasive Spartina Project; Olofson Environmental Inc.,1,False,24638
Point Blue Conservation Science,1,False,17734
Standford University,1,False,16854
"Department of Geography, University of Winnipeg, Winnipeg, MB, Canada R3B 2E9",1,False,20308
"Aix Marseille Université, CNRS, LAM (Laboratoire d’Astrophysique de Marseille) UMR 7326, 13388 Marseille, France",1,False,20309
"SETI Institute, 89 Bernardo Ave, Suite 100, Mountain View, CA, USA 94043",1,False,20310
"Planetary Science Institute, 1700 East Fort Lowell, Suite 106, Tucson, AZ, USA 85719-2395",1,False,20311
"Office of Restoration and Damage Assessment, U.S. Department of the Interior, 1849 C Street NW, Washington, DC",1,False,25606
"Great Ecology, 3459 Ringsby Court, Suite 421, Denver, CO",1,False,25607
"Woodard & Curran, 980 Washington Street, Suite 325N, Dedham, MA",1,False,25608
"Centre for Mined Land Rehabilitation, Sustainable Minerals Institute, The University of Queensland, Brisbane, QLD 4072 Australia",1,False,25609
"Dept. of Biological Sciences, Northern Arizona Univ, PO Box 15018, Flagstaff  AZ  86011; current address: Denison Univ, Dept of Biology, PO Box 810, Granville, OH 43023. Email: smithd@denison.edu",1,False,25534
"U.S. National Park Service, Bandelier National Monument, 15 Entrance Rd., Los Alamos, NM 87544",1,False,25535
Universidad Nacional de la Patagonia Austral-INTA-CONICET,1,False,12675
"Waterway Ecosystem Research Group, School of Ecosystem and Forest Sciences, The",1,False,16645
"Waterway Ecosystem Research Group, School of Ecosystem and Forest Sciences, The University of Melbourne, Burnley 3121, Australia",1,False,16646
"Natural Capital Project, Stanford University, 371 Serra Mall, Stanford, CA 94305",1,False,16647
"School of Civil, Environmental and Mining Engineering, The University of Western Australia, Crawley, Western Australia 6009, Cooperative Research Centre for Water Sensitive Cities, Clayton 3800, Australia",1,False,16648
CSU,1,False,13606
Chesapeake Technology,1,False,24612
Alsaks Department of Fish and Game,1,False,24613
"Department of Microbiology, The Ohio State University, Columbus, OH 43210, USA",1,False,18950
University of Alaska - Fairbanks,1,False,13599
"Department of Genetics, ESALQ, University of São Paulo, São Paulo, Brazil",1,False,18951
"Department of Earth and Planetary Science, University of California Berkeley, CA 94720, USA",1,False,18952
"Protein Expression Technology Center, UCLA-DOE Institute, University of California Los Angeles, CA 90095, USA",1,False,18953
"The Natural History Museum, London",1,False,24586
"Macquarie University, New South Wales",1,False,24587
The University of Western Australia,1,False,24588
The University of Western Australia; University of Bristol,1,False,24589
NOAA Southwest Fisheries Science Center,1,False,18933
"University of Wisconsin-La Crosse, River Studies Center",1,False,18938
Voyageurs National Park,1,False,18939
Nebraska Game and Parks Commission,1,False,17640
